refund_id,order_id,payment_id,vendor_id,amount,currency,reason,refunded_at,_ingested_at
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_a,12000.0,NGN,late_delivery,,2026-02-23 16:33:03.143880+00:00
6f0749da443b4b98bcfa6563f182484e,ORD-260222-00297,,vendor_b,,,,2026-02-22 21:15:26+00:00,2026-02-23 16:33:03.143880+00:00
2869509fef39086960ac6e541bc1c63b,ORD-260222-00195,,vendor_b,,,,2026-02-22 03:50:45+00:00,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_a,5500.0,NGN,damaged,,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_a,65000.0,NGN,customer_request,,2026-02-23 16:33:03.143880+00:00
235d33c6d56a10b539c82291b39f21b9,ORD-260222-00084,,vendor_b,,,damaged,2026-02-22 09:09:19+00:00,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_a,9000.0,NGN,customer_request,,2026-02-23 16:33:03.143880+00:00
89645b32f74383c2b336f8a1324946ba,ORD-260222-00057,,vendor_b,,,,2026-02-22 05:06:22+00:00,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_c,,,duplicate,,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_c,,,damaged,,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_a,18000.0,NGN,late_delivery,,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_c,,,duplicate,,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_a,8000.0,NGN,damaged,,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,vendor_a,5000.0,NGN,damaged,,2026-02-23 16:33:03.143880+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,25000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,USD,customer_request,,2026-02-23 16:37:30.825590+00:00
c5a4250662a8bafb799b22f4cbc3d630,ORD-000462,,unknown,,,,2023-12-03 21:08:16+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
83f2ebc48ac47b4f3a8568ee1b6f6a26,ORD-000154,,unknown,,,,2023-05-31 17:58:46+00:00,2026-02-23 16:37:30.825590+00:00
c19527de954d2fc313b5b6536172eaa8,ORD-000074,,unknown,,,,2023-07-12 08:49:14+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
0fc561fc3dcdbd576821135df9412db9,ORD-000424,,unknown,,,,2023-01-11 13:43:52+00:00,2026-02-23 16:37:30.825590+00:00
9ef6902391dc91732edb47ecd9e79fb7,ORD-000074,,unknown,,,,2023-11-24 10:06:09+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,12000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,10500.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
a02d0719e0b15bae3fe5669663f503ad,ORD-000249,,unknown,,,,2023-06-01 23:26:50+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,2500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
61e10d0c720e835266de22c155b0e70f,ORD-000195,,unknown,,,,2023-05-16 04:07:38+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,25000.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
522b6688c7906558fd2d6f57c8e8ddb5,ORD-000799,,unknown,,,,2023-07-03 18:10:28+00:00,2026-02-23 16:37:30.825590+00:00
2ed831d249f22a45bdba80d09c971cd9,ORD-000193,,unknown,,,,2023-09-09 11:09:55+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,9000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
578cc49cfae4e4ee44cac89bca670e90,ORD-001000,,unknown,,,,2023-10-20 01:53:55+00:00,2026-02-23 16:37:30.825590+00:00
a631fbf96496423c90d23cb59d919238,ORD-000606,,unknown,,,,2023-03-26 14:48:55+00:00,2026-02-23 16:37:30.825590+00:00
21d6b0991433302952223389004ee758,ORD-001194,,unknown,,,,2023-04-29 10:54:01+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,9000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
3886e52e860a496ca0a33302081f9185,ORD-000013,,unknown,,,,2023-04-25 19:12:25+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
98710dcc5e5549124a43245add1d5b94,ORD-000758,,unknown,,,,2023-09-21 16:26:04+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,18000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
a2b220fc62ab6186bab6ac37e325903b,ORD-000792,,unknown,,,,2023-10-07 22:50:00+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
4a046a33a0ffca4a1e2a8b18c7128ed3,ORD-001054,,unknown,,,,2023-02-16 12:40:23+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5500.0,USD,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5000.0,USD,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,2500.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5500.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
599cdf69fc3697ca185ebb2c8946002c,ORD-000239,,unknown,,,,2023-04-07 00:23:05+00:00,2026-02-23 16:37:30.825590+00:00
4a248edc830044b664b15a325c845b4c,ORD-000847,,unknown,,,,2023-06-14 21:39:28+00:00,2026-02-23 16:37:30.825590+00:00
ddccafec9fea5132b370e6e0aeb0698b,ORD-001154,,unknown,,,,2023-03-11 22:14:50+00:00,2026-02-23 16:37:30.825590+00:00
c36b321602917e3488df36a724263d6b,ORD-000343,,unknown,,,,2023-03-30 16:29:15+00:00,2026-02-23 16:37:30.825590+00:00
071e6fbe7ab25092777c3afe7f7abbea,ORD-000831,,unknown,,,,2023-09-23 08:13:53+00:00,2026-02-23 16:37:30.825590+00:00
c46f5c4161eefb9b5cbf8854322e6ac5,ORD-000479,,unknown,,,,2023-03-16 06:03:01+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,6500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5500.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
58c36208e07098aab1771c571e7abc03,ORD-000663,,unknown,,,,2023-11-05 03:58:12+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
1d4be52de977e6fe3494d0bded931f6a,ORD-000829,,unknown,,,,2023-03-31 20:45:01+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,6500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
50e25977afe5611f45df4025e8b7c8cd,ORD-000446,,unknown,,,,2023-11-21 02:05:31+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,1500.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
189abde73ef693ec672ac4d245c75de4,ORD-000166,,unknown,,,,2023-04-22 03:50:31+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,18000.0,USD,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
3a884cc61e3fe1b9a2caf778afd15093,ORD-000746,,unknown,,,,2023-12-15 18:38:51+00:00,2026-02-23 16:37:30.825590+00:00
0af07c726693f5ca8d6706dc8782d3ed,ORD-000815,,unknown,,,,2023-01-25 15:29:12+00:00,2026-02-23 16:37:30.825590+00:00
793f85954f003ef1e5fcecb04a480bca,ORD-001068,,unknown,,,,2023-06-06 18:25:31+00:00,2026-02-23 16:37:30.825590+00:00
19f3a9e630fcea73ccf6660a3e1ee59f,ORD-000008,,unknown,,,,2023-09-27 20:19:34+00:00,2026-02-23 16:37:30.825590+00:00
55add21f5cb40e49e31c8c28fa1c8439,ORD-001107,,unknown,,,,2023-12-18 17:48:15+00:00,2026-02-23 16:37:30.825590+00:00
886e63ac3606c51e49b704f74c625a88,ORD-000377,,unknown,,,,2023-09-08 23:28:03+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
79ac762edd45643ba7f5b4a3760751f7,ORD-000797,,unknown,,,,2023-08-03 14:03:05+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,6500.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,18000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
fa6757379ecd7bb6cc4102b7eadcaf6a,ORD-000492,,unknown,,,,2023-08-05 10:42:31+00:00,2026-02-23 16:37:30.825590+00:00
9f79abaf893aa12db166386b130061a8,ORD-000972,,unknown,,,,2023-01-29 21:57:08+00:00,2026-02-23 16:37:30.825590+00:00
bfaf6332c8ce2ff143dd8740d7570f70,ORD-000851,,unknown,,,,2023-12-28 18:06:37+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,9000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
7f176489f17635739c31fa122ae48491,ORD-000987,,unknown,,,,2023-07-07 01:23:43+00:00,2026-02-23 16:37:30.825590+00:00
d263390e139e4efa6789150bfce9b9e4,ORD-000567,,unknown,,,,2023-07-16 03:53:13+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
5e16c3652210029266892d223898f6a0,ORD-000547,,unknown,,,,2023-01-02 16:30:48+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5000.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,25000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
92ddec338ec4371431ed8296b2e0d754,ORD-000372,,unknown,,,,2023-12-17 05:11:23+00:00,2026-02-23 16:37:30.825590+00:00
d87d7db4ba9f0836bf1446321d7f63f2,ORD-001068,,unknown,,,,2023-03-24 09:44:18+00:00,2026-02-23 16:37:30.825590+00:00
0f6b04c6be3b4110bfa6d45a72f4cafb,ORD-000007,,unknown,,,,2023-06-03 03:05:21+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
915a73d42c9c8f1b39488fa5f2788bf3,ORD-000939,,unknown,,,,2023-11-25 22:12:44+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,8000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
87a66e79cd329bddb763c9204415ec9b,ORD-001053,,unknown,,,,2023-10-22 07:11:35+00:00,2026-02-23 16:37:30.825590+00:00
fd5bca4c5ee014c3997445144f8b5afb,ORD-001079,,unknown,,,,2023-04-12 00:19:02+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,9000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,8000.0,USD,duplicate,,2026-02-23 16:37:30.825590+00:00
fb551d272188b07ba16d5a5ed7e51d74,ORD-000702,,unknown,,,,2023-05-31 10:28:19+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,10500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
0a16b64df17eb1fd027cfc091307bf05,ORD-000108,,unknown,,,,2023-02-08 11:09:11+00:00,2026-02-23 16:37:30.825590+00:00
f66068afeed8b8fb82d8b8623c49bdcf,ORD-000785,,unknown,,,,2023-03-26 17:02:29+00:00,2026-02-23 16:37:30.825590+00:00
f0d2dee8a76413b6aed7e4c7e3b123f5,ORD-000686,,unknown,,,,2023-09-18 05:00:05+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,8000.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5500.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
a6b6602216d610b19356c1deac24fe89,ORD-000956,,unknown,,,,2023-03-14 08:02:50+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
e2360542f27fde70363b24e796cf6817,ORD-000935,,unknown,,,,2023-02-05 02:17:01+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,6500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
7f59a20efceef2fc67e2f58bbcb0f75f,ORD-000372,,unknown,,,,2023-06-07 19:47:28+00:00,2026-02-23 16:37:30.825590+00:00
d0be900c0337c3edbad6952d5eae94f9,ORD-000144,,unknown,,,,2023-12-17 07:35:24+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,18000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
351e52ddc275c810dbbb8d02d9a4ff27,ORD-000609,,unknown,,,,2023-11-08 19:12:20+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
5f28d069db5b6a4f1a884181487d2931,ORD-000790,,unknown,,,,2023-01-11 01:14:58+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,12000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,13000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
54a6ec7a2e427fa6cd461658582d3c76,ORD-000358,,unknown,,,,2023-06-24 09:35:24+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,25000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,12000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
bc30dbdf816bab71c398a9c1801dc40d,ORD-000807,,unknown,,,,2023-02-02 14:41:45+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,2500.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
e2afbbf1873ed7cf05212806464008d6,ORD-000836,,unknown,,,,2023-11-17 22:27:34+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,18000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
651e0c8e74ed5bcb9137ca4461ff0344,ORD-000356,,unknown,,,,2023-04-12 02:15:27+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,9000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,18000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,13000.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,6500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
4c6b39787a95530d21f1c657f0f84055,ORD-000657,,unknown,,,,2023-09-19 06:35:23+00:00,2026-02-23 16:37:30.825590+00:00
99fe55f54f61ee40fa7b1dbc5865ef4d,ORD-000098,,unknown,,,,2023-08-06 13:27:02+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,9000.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
c576a9853f896352b1e03157ef6c6035,ORD-001189,,unknown,,,,2023-03-22 14:14:03+00:00,2026-02-23 16:37:30.825590+00:00
ea6b60fc83b0f88df400fb76ca0a9768,ORD-001159,,unknown,,,,2023-07-07 07:19:58+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,13000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
715d14ae23a7b4ed5c1bb17443e66ca0,ORD-001066,,unknown,,,,2023-11-16 10:34:56+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
4bc043508d4e40278928e9fda90a4e64,ORD-000817,,unknown,,,,2023-12-24 03:14:23+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
981d8a1da0fa29d63a3f023e6861c57b,ORD-000402,,unknown,,,,2023-07-09 15:15:36+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5500.0,USD,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,5500.0,USD,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,2500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
1577abc9019fba780c873b1cbe5669c9,ORD-000707,,unknown,,,,2023-04-16 09:51:10+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
064866ea58d272a54c126fc271f6e1c6,ORD-000397,,unknown,,,,2023-12-07 14:01:05+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,12000.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
4a186b9955041167d5726a399e335f76,ORD-000915,,unknown,,,,2023-03-20 13:45:51+00:00,2026-02-23 16:37:30.825590+00:00
f5298fa702503fe4e433530fac6ce8f7,ORD-000184,,unknown,,,,2023-03-23 20:58:32+00:00,2026-02-23 16:37:30.825590+00:00
821f995c09d6cc64063d598ebeef000b,ORD-000395,,unknown,,,,2023-07-16 21:11:02+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,25000.0,USD,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,customer_request,,2026-02-23 16:37:30.825590+00:00
40c37cef7bc3fccb9c02c16c5fda2785,ORD-000341,,unknown,,,,2023-07-15 00:04:29+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,8000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
19f5b3b26906629bb9b323a9fa2fe258,ORD-000478,,unknown,,,,2023-02-19 23:31:42+00:00,2026-02-23 16:37:30.825590+00:00
ed4737ed851e9747e13bb517bd2e5e91,ORD-000014,,unknown,,,,2023-07-27 10:28:01+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
5c02c5cb938d19bbef5551f9da6b2964,ORD-000651,,unknown,,,,2023-06-22 12:47:01+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,18000.0,NGN,late_delivery,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,1500.0,NGN,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,1500.0,USD,customer_request,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
d8902b80d4171d407169febb5d5c36df,ORD-001035,,unknown,,,,2023-02-05 14:01:01+00:00,2026-02-23 16:37:30.825590+00:00
b38b3e31e6b648f80cf961fc62555c6b,ORD-000837,,unknown,,,,2023-01-21 19:18:15+00:00,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,,,duplicate,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,6500.0,NGN,damaged,,2026-02-23 16:37:30.825590+00:00
32077e33a08c1e9ba02bbdabfe645c24,,,unknown,4000.0,NGN,duplicate,,2026-02-23 16:37:30.825590+00:00
